"tuition","highdeg","sat","type","admission","loan"
21850,"Graduate degree",1104,"Private nonprofit",53.8,71.17
24930,"Graduate degree",974,"Private nonprofit",70.44,81.14
22188,"Graduate degree",1025,"Public",71.35,50.68
23514,"Graduate degree",1102,"Public",78.94,51.62
29788,"Graduate degree",1108,"Public",74.17,41.8
37024,"Graduate degree",1102,"Private nonprofit",86.19,86.08
23088,"Graduate degree",1045,"Public",61.17,52.97
38670,"Graduate degree",1195,"Private nonprofit",66.8,51.96
46010,"Graduate degree",1371,"Private nonprofit",48.53,35.82
19900,"Graduate degree",1020,"Public",73.04,48.82
27431,"Graduate degree",1067,"Private nonprofit",32.25,62.72
42305,"Graduate degree",1198,"Private nonprofit",57.84,50.31
21759,"Graduate degree",950,"Public",88.2,65.83
17724,"Graduate degree",1028,"Private nonprofit",51.77,72.84
36660,"Graduate degree",1033,"Private nonprofit",62.31,85.36
39100,"Bachelor's degree",1182,"Private nonprofit",64.87,68.08
31250,"Graduate degree",1069,"Private nonprofit",75.8,66.49
29060,"Graduate degree",976,"Private nonprofit",77.62,61.31
19710,"Graduate degree",1016,"Private nonprofit",85.76,50.92
36810,"Graduate degree",1095,"Private nonprofit",59.69,77.96
18706,"Graduate degree",990,"Public",88.56,68.48
43900,"Graduate degree",1334,"Private nonprofit",39.92,46.67
46902,"Graduate degree",1306,"Private nonprofit",29.51,40.98
29000,"Graduate degree",896,"Private nonprofit",74.28,62.5
13091,"Graduate degree",964,"Public",92.69,74.54
25416,"Graduate degree",946,"Private nonprofit",95.22,63.02
47642,"Graduate degree",1432,"Private nonprofit",25.49,39.64
33000,"Graduate degree",948,"Private nonprofit",58.8,83.37
31170,"Graduate degree",960,"Private nonprofit",57.85,83.3
13237,"Graduate degree",915,"Public",93.48,71.67
32890,"Graduate degree",1005,"Private nonprofit",68.34,70.23
46094,"Bachelor's degree",1285,"Private nonprofit",44.44,43.29
37505,"Graduate degree",1197,"Private nonprofit",81.5,56.41
31385,"Graduate degree",1122,"Private nonprofit",74.09,67.63
19115,"Graduate degree",946,"Public",78.44,65
28090,"Graduate degree",1041,"Private nonprofit",64.09,75.42
12701,"Graduate degree",930,"Public",87.35,77.77
38200,"Graduate degree",1117,"Private nonprofit",69.57,73.21
13710,"Certificate degree",995,"Private nonprofit",87.5,93.33
27546,"Graduate degree",1050,"Private nonprofit",80.42,67.79
25220,"Graduate degree",1070,"Private nonprofit",68.02,90.85
45870,"Bachelor's degree",1282,"Private nonprofit",41.63,54.73
29450,"Graduate degree",944,"Private nonprofit",65.91,72.78
45426,"Bachelor's degree",1400,"Private nonprofit",23.49,20.33
27100,"Graduate degree",933,"Private nonprofit",75.85,71.81
30740,"Graduate degree",943,"Private nonprofit",79.64,58.62
20216,"Graduate degree",973,"Public",90.49,72.92
17195,"Associate degree",1018,"Private nonprofit",32.9,80.75
21300,"Graduate degree",901,"Private nonprofit",72.05,66.41
18943,"Graduate degree",959,"Public",81.79,72.81
24778,"Graduate degree",931,"Private nonprofit",55.65,77.18
38200,"Graduate degree",996,"Private nonprofit",80.21,69.18
44670,"Bachelor's degree",1283,"Private nonprofit",34.14,42.36
18270,"Graduate degree",982,"Private nonprofit",58.13,66.7
35700,"Graduate degree",1112,"Private nonprofit",66.86,73.17
43520,"Graduate degree",1322,"Private nonprofit",30.84,44.95
15084,"Graduate degree",853,"Public",61.33,89.11
17023,"Graduate degree",937,"Public",87.77,78.14
17640,"Certificate degree",930,"Private nonprofit",62.5,28.46
33746,"Bachelor's degree",1047,"Private nonprofit",71.62,78.29
15250,"Associate degree",830,"Private nonprofit",45.5,54.32
19316,"Graduate degree",964,"Public",92.29,77.58
30690,"Graduate degree",1050,"Private nonprofit",71.3,78.29
30300,"Graduate degree",1064,"Private nonprofit",75.36,70.72
30470,"Graduate degree",1154,"Private nonprofit",65.9,66.8
18990,"Graduate degree",1014,"Public",71.86,67.89
28210,"Graduate degree",1057,"Private nonprofit",64.89,72.11
34048,"Graduate degree",982,"Private nonprofit",56.32,81.33
20268,"Graduate degree",915,"Private nonprofit",68.76,73.39
42755,"Bachelor's degree",1246,"Private nonprofit",46.16,41
24948,"Graduate degree",861,"Private nonprofit",55.31,80.48
21302,"Graduate degree",1052,"Public",84.08,70.36
20018,"Bachelor's degree",991,"Public",73.79,65.45
19874,"Bachelor's degree",889,"Public",69.43,74.22
19960,"Bachelor's degree",995,"Public",81.99,68.23
20162,"Bachelor's degree",941,"Public",81.86,72.45
20278,"Graduate degree",1004,"Public",85.48,58.32
21302,"Bachelor's degree",990,"Public",85.19,71.5
20076,"Bachelor's degree",955,"Public",87.31,66.53
21302,"Graduate degree",988,"Public",83.07,68.32
21302,"Graduate degree",1027,"Public",79.94,63.92
20284,"Bachelor's degree",968,"Public",79.05,61.86
19960,"Bachelor's degree",951,"Public",87.93,69.89
20018,"Bachelor's degree",940,"Public",89.18,74.39
20226,"Bachelor's degree",948,"Public",86.34,75.47
29566,"Graduate degree",1199,"Public",54.2,52.2
20070,"Bachelor's degree",957,"Public",79.83,75.43
20076,"Bachelor's degree",960,"Public",82.71,69.89
20284,"Graduate degree",942,"Public",77.74,60.44
20226,"Bachelor's degree",850,"Public",81.1,77.16
20278,"Graduate degree",984,"Public",84.5,56.71
45890,"Graduate degree",1442,"Private nonprofit",12.24,23.28
33690,"Graduate degree",1062,"Private nonprofit",64.08,72.16
36582,"Graduate degree",1010,"Private nonprofit",75.39,67.63
22455,"Graduate degree",1008,"Private nonprofit",51.31,84.16
34742,"Graduate degree",1165,"Private nonprofit",56.35,74.24
23682,"Bachelor's degree",973,"Public",85.32,78.33
23732,"Bachelor's degree",1017,"Public",93.11,71.91
23734,"Bachelor's degree",1021,"Public",90.38,72.85
27106,"Graduate degree",1258,"Public",56.13,55.13
20698,"Associate degree",878,"Public",95.4,85.57
26170,"Graduate degree",997,"Private nonprofit",73.93,77.19
16095,"Certificate degree",957,"Private nonprofit",28.1,72.39
25114,"Graduate degree",1041,"Private nonprofit",80.51,70.34
30950,"Graduate degree",927,"Private nonprofit",58.38,84.16
29992,"Graduate degree",1026,"Private nonprofit",76.06,63.03
39040,"Graduate degree",1110,"Private nonprofit",78.73,50.54
30350,"Graduate degree",1035,"Private nonprofit",68.75,70.69
38754,"Graduate degree",1121,"Private nonprofit",75.03,67.41
30300,"Graduate degree",1032,"Private nonprofit",65.2,71.53
17640,"Certificate degree",930,"Private nonprofit",83.87,70.97
17916,"Graduate degree",980,"Public",83.41,70.63
12529,"Graduate degree",1002,"Public",66.98,73.26
38780,"Bachelor's degree",1129,"Private nonprofit",72.33,69.26
44718,"Bachelor's degree",1442,"Private nonprofit",14.32,26.16
24122,"Graduate degree",1121,"Public",63.87,65.83
26802,"Bachelor's degree",967,"Private nonprofit",65.5,84.7
44530,"Bachelor's degree",1182,"Private nonprofit",66.33,69.88
19394,"Graduate degree",977,"Private nonprofit",65.85,70.85
25455,"Associate degree",913,"Private nonprofit",74.84,79.44
44430,"Graduate degree",1316,"Private nonprofit",48.9,43.56
20540,"Graduate degree",1015,"Private nonprofit",75.23,83.01
18974,"Graduate degree",1105,"Public",51.56,63.15
32445,"Graduate degree",1040,"Private nonprofit",73.36,75.51
38028,"Graduate degree",1025,"Private nonprofit",67.26,72.25
30350,"Graduate degree",1060,"Private nonprofit",75.98,73.81
29370,"Graduate degree",993,"Private nonprofit",52.67,70.69
17010,"Graduate degree",1045,"Private nonprofit",73.51,68.47
45612,"Graduate degree",1425,"Private nonprofit",9.18,23.17
37234,"Graduate degree",1137,"Private nonprofit",76.55,61.48
43245,"Graduate degree",1158,"Private nonprofit",59.79,53.26
18300,"Graduate degree",930,"Public",69.15,57.34
28016,"Graduate degree",1076,"Public",78.71,70.29
42932,"Graduate degree",1239,"Private nonprofit",27.31,39.07
34950,"Graduate degree",1109,"Private nonprofit",67.06,72.04
22790,"Graduate degree",1079,"Private nonprofit",65.02,60.56
22090,"Graduate degree",973,"Private nonprofit",68.87,73.98
22200,"Graduate degree",916,"Private nonprofit",93.7,69.08
27090,"Graduate degree",1165,"Public",70.31,42.88
29639,"Graduate degree",1080,"Public",80.41,52.15
15010,"Graduate degree",873,"Private nonprofit",52.6,89.94
30488,"Graduate degree",1259,"Public",57.87,41.74
24579,"Bachelor's degree",956,"Private nonprofit",53.26,78.53
18930,"Graduate degree",1055,"Private nonprofit",62.58,80.76
26800,"Graduate degree",1027,"Private nonprofit",64.99,79.94
29124,"Graduate degree",1072,"Private nonprofit",52.01,77.71
31580,"Graduate degree",1010,"Private nonprofit",69.73,61.73
18364,"Graduate degree",938,"Public",56.67,71.48
43164,"Graduate degree",1237,"Private nonprofit",63.97,33.81
19136,"Graduate degree",945,"Public",42.16,67.43
22080,"Bachelor's degree",1010,"Private nonprofit",53.22,68.25
23800,"Bachelor's degree",938,"Private nonprofit",59.08,75.14
14772,"Graduate degree",1137,"Private nonprofit",57.91,47.19
33650,"Bachelor's degree",1121,"Private nonprofit",66,52.09
18340,"Graduate degree",973,"Public",51.22,58.39
18824,"Bachelor's degree",932,"Public",73.04,60.89
28528,"Graduate degree",1200,"Public",60.6,49.22
15632,"Associate degree",865,"Public",88.8,31.17
15632,"Associate degree",789,"Public",73.13,55.41
15632,"Associate degree",927,"Public",54.56,38.42
15632,"Associate degree",826,"Public",76.92,46.3
22770,"Graduate degree",993,"Public",74.04,68.58
18910,"Graduate degree",851,"Public",50.79,81.87
20226,"Graduate degree",982,"Public",64.22,65.12
15745,"Associate degree",859,"Private nonprofit",88.12,69.79
26240,"Graduate degree",1030,"Public",72.25,65.64
35515,"Bachelor's degree",1186,"Private nonprofit",68.8,41.2
28630,"Graduate degree",1105,"Private nonprofit",68.09,65.87
9617,"Graduate degree",993,"Public",89.24,58.73
9506,"Graduate degree",1010,"Public",82.97,43.21
22700,"Graduate degree",1058,"Private nonprofit",70.23,83.91
22892,"Graduate degree",1050,"Private nonprofit",72.39,52.03
9562,"Graduate degree",1030,"Public",93.34,41.96
17014,"Bachelor's degree",934,"Private nonprofit",66.08,80.7
12870,"Graduate degree",1183,"Public",86.08,55.07
9795,"Graduate degree",1050,"Public",91.9,60.74
24550,"Graduate degree",1064,"Private nonprofit",96.9,73.45
10104,"Graduate degree",1090,"Public",87.88,58.99
20550,"Bachelor's degree",1115,"Private nonprofit",52.1,68.53
21372,"Graduate degree",1009,"Public",85.95,58.66
12480,"Bachelor's degree",1125,"Private nonprofit",46.3,81.21
27380,"Graduate degree",1193,"Private nonprofit",79.87,64.81
15714,"Graduate degree",930,"Private nonprofit",51.03,77.65
21150,"Graduate degree",1053,"Private nonprofit",37.62,45.77
23696,"Graduate degree",1064,"Private nonprofit",66.57,65.86
28210,"Graduate degree",1105,"Private nonprofit",47.45,65.16
14045,"Associate degree",910,"Public",100,35.17
20200,"Graduate degree",986,"Private nonprofit",47.3,60.97
26094,"Graduate degree",1149,"Private nonprofit",52.7,57.66
22561,"Graduate degree",1026,"Public",86.49,51.22
20449,"Graduate degree",854,"Private nonprofit",39.68,70.98
20468,"Graduate degree",1098,"Private nonprofit",92.03,62.25
13320,"Bachelor's degree",863,"Private nonprofit",58.36,44.96
10800,"Graduate degree",1022,"Private nonprofit",54.64,60.1
24960,"Graduate degree",1039,"Private nonprofit",63.77,69.03
9180,"Bachelor's degree",716,"Private nonprofit",49.16,93.12
10680,"Bachelor's degree",760,"Private nonprofit",23.35,83.12
13750,"Graduate degree",1094,"Private nonprofit",91.65,52.46
19490,"Graduate degree",1054,"Private nonprofit",69.95,86.6
31132,"Bachelor's degree",1068,"Private nonprofit",72.59,70.45
27500,"Graduate degree",1030,"Private nonprofit",39.78,78.03
23024,"Graduate degree",1031,"Public",68.41,62.24
23002,"Graduate degree",1011,"Public",69.96,57.32
27916,"Graduate degree",1096,"Private nonprofit",68.3,60.25
14328,"Associate degree",910,"Public",42.26,12.07
26160,"Bachelor's degree",1050,"Private nonprofit",58.16,51.22
39794,"Graduate degree",1288,"Private nonprofit",57.64,39.79
14061,"Associate degree",910,"Public",99.22,23
14081,"Associate degree",756,"Public",100,0
35756,"Graduate degree",1248,"Private nonprofit",60.27,16.7
19790,"Graduate degree",1050,"Private nonprofit",38.26,58.63
21800,"Bachelor's degree",1006,"Private nonprofit",71.3,66.67
22760,"Graduate degree",1069,"Public",77.57,69.22
29684,"Graduate degree",1199,"Public",72.49,43.96
21451,"Graduate degree",1050,"Public",76.68,56.05
22063,"Graduate degree",1071,"Public",93.16,45.47
12120,"Graduate degree",878,"Private nonprofit",78.43,93.95
22330,"Graduate degree",1049,"Private nonprofit",77.2,71.3
22250,"Graduate degree",961,"Private nonprofit",72.25,75.3
26880,"Graduate degree",1174,"Private nonprofit",74.12,51.08
42978,"Graduate degree",1475,"Private nonprofit",12.74,13.49
28350,"Graduate degree",1087,"Private nonprofit",48.94,56.01
15055,"Graduate degree",965,"Public",80.49,55.26
33830,"Graduate degree",1181,"Private nonprofit",58.61,76.65
35972,"Graduate degree",1215,"Private nonprofit",57.47,49.16
25880,"Graduate degree",1035,"Private nonprofit",46.85,71.06
15668,"Graduate degree",960,"Public",92.58,54.59
22350,"Graduate degree",1078,"Private nonprofit",42.3,61.57
14688,"Graduate degree",930,"Private nonprofit",55.16,72.39
33110,"Graduate degree",1216,"Private nonprofit",90.11,50.66
22590,"Graduate degree",957,"Private nonprofit",73.62,72.2
14002,"Graduate degree",993,"Public",37.23,39.71
17203,"Graduate degree",987,"Public",68.18,59.86
23460,"Graduate degree",1035,"Private nonprofit",37.59,60.4
27930,"Graduate degree",1075,"Private nonprofit",73.18,57.65
13734,"Graduate degree",894,"Public",95.09,44.19
16868,"Graduate degree",903,"Public",51.02,49.32
16897,"Graduate degree",1136,"Public",58.41,42.99
23200,"Graduate degree",953,"Private nonprofit",53.82,66.64
13494,"Graduate degree",780,"Private nonprofit",45.89,83.82
24790,"Graduate degree",967,"Private nonprofit",93.07,63.01
15925,"Graduate degree",974,"Public",76.82,54.38
14314,"Graduate degree",892,"Public",47.85,38.72
25740,"Graduate degree",1175,"Private nonprofit",40.66,78.86
18740,"Graduate degree",1010,"Private nonprofit",94.89,78.78
25200,"Graduate degree",1069,"Private nonprofit",84.68,68.76
24296,"Bachelor's degree",982,"Private nonprofit",59.24,66.37
9615,"Graduate degree",993,"Public",71.78,50.99
17241,"Graduate degree",1100,"Public",59.69,56.02
22130,"Graduate degree",924,"Private nonprofit",25.78,82.44
23938,"Graduate degree",882,"Private nonprofit",65.61,77.95
13669,"Graduate degree",937,"Public",62.17,42.4
13525,"Bachelor's degree",775,"Private nonprofit",98.58,86.98
15350,"Graduate degree",845,"Public",42.32,79.82
38941,"Graduate degree",1454,"Private nonprofit",16.74,17.98
33720,"Graduate degree",1117,"Private nonprofit",78.53,58.87
28240,"Graduate degree",1121,"Private nonprofit",77.24,42.09
15518,"Graduate degree",999,"Public",64.99,60.09
22484,"Graduate degree",995,"Private nonprofit",92.62,90.82
25126,"Graduate degree",1050,"Private nonprofit",58.23,68.2
43800,"Graduate degree",1302,"Private nonprofit",50.7,32.47
35240,"Bachelor's degree",1168,"Private nonprofit",52.17,52.44
19032,"Graduate degree",998,"Public",56.87,60.1
17264,"Graduate degree",1045,"Public",75.08,52.01
18640,"Graduate degree",949,"Private nonprofit",53.92,62.12
13932,"Graduate degree",865,"Public",52.2,58.58
14352,"Graduate degree",984,"Public",56.82,55.57
17560,"Graduate degree",895,"Public",88.1,76.03
25126,"Graduate degree",1182,"Public",69.47,35.11
17374,"Graduate degree",1077,"Public",59.98,59.75
33842,"Graduate degree",1262,"Public",40.19,40.08
26038,"Graduate degree",1262,"Public",58.57,57.66
19175,"Graduate degree",923,"Public",99.81,49.67
17842,"Graduate degree",1064,"Public",82.03,47.78
36590,"Graduate degree",1206,"Private nonprofit",47.39,34.21
25890,"Graduate degree",1041,"Private nonprofit",50.87,70.11
13674,"Graduate degree",1008,"Public",84.01,24.56
16031,"Graduate degree",1050,"Public",73.27,55.12
18566,"Graduate degree",832,"Public",45.03,74.12
16013,"Graduate degree",1116,"Public",66.3,49.32
22040,"Graduate degree",997,"Private nonprofit",29.92,81.33
17965,"Graduate degree",953,"Public",86.03,61.35
34678,"Graduate degree",1270,"Private nonprofit",63.93,38.28
12550,"Graduate degree",940,"Private nonprofit",98.62,42
7220,"Graduate degree",994,"Public",74.03,51.2
4850,"Graduate degree",1277,"Private nonprofit",49.42,19.18
4770,"Graduate degree",1081,"Private nonprofit",36.04,21.89
17902,"Graduate degree",1066,"Public",57.09,52.57
17550,"Graduate degree",1087,"Public",96.74,32.27
23736,"Graduate degree",1109,"Public",81.74,35.57
29500,"Graduate degree",1134,"Private nonprofit",75.17,62.07
24014,"Graduate degree",954,"Public",92.05,78.01
31350,"Graduate degree",1122,"Private nonprofit",70.79,63.59
21950,"Graduate degree",948,"Public",96.88,73.5
20942,"Graduate degree",930,"Public",99.34,78.37
45314,"Graduate degree",1391,"Private nonprofit",17.16,25.14
33371,"Graduate degree",1065,"Private nonprofit",63.49,69.59
39015,"Graduate degree",1173,"Private nonprofit",75.11,74.63
21100,"Graduate degree",842,"Private nonprofit",68.31,64.8
22000,"Bachelor's degree",883,"Private nonprofit",99.4,87.57
23006,"Bachelor's degree",933,"Public",82.57,65.91
36646,"Graduate degree",1190,"Public",77.55,46.74
27500,"Graduate degree",941,"Private nonprofit",63.29,73.99
22390,"Bachelor's degree",900,"Private nonprofit",57.29,33.94
29090,"Bachelor's degree",1033,"Private nonprofit",54.93,72.88
38440,"Graduate degree",1358,"Public",33.21,29.44
15838,"Graduate degree",1067,"Private nonprofit",85.14,76.55
20992,"Graduate degree",1161,"Public",59.02,50.97
22400,"Graduate degree",963,"Private nonprofit",41.06,75.29
28966,"Graduate degree",1004,"Private nonprofit",65.72,71.43
29350,"Graduate degree",999,"Private nonprofit",65.05,72.24
28585,"Bachelor's degree",868,"Private nonprofit",74.11,90.26
28592,"Graduate degree",1155,"Public",62.03,44.74
37352,"Bachelor's degree",1113,"Private nonprofit",54.86,57.69
20724,"Graduate degree",990,"Private nonprofit",36.05,29.78
33320,"Graduate degree",1099,"Private nonprofit",69.3,70.15
23654,"Graduate degree",1149,"Public",63.56,38.84
20768,"Graduate degree",1030,"Private nonprofit",21.65,68
24210,"Graduate degree",1002,"Public",81.36,53.85
33565,"Graduate degree",1002,"Private nonprofit",63.69,72.09
28720,"Graduate degree",959,"Private nonprofit",88.35,55.49
22590,"Graduate degree",1110,"Public",80.96,42.1
26430,"Graduate degree",1030,"Private nonprofit",82.52,57.73
20596,"Graduate degree",879,"Public",64.99,82.28
24210,"Graduate degree",1016,"Public",76.79,55.49
21141,"Graduate degree",980,"Public",78.31,58.65
34850,"Bachelor's degree",1082,"Private nonprofit",63.7,71.43
32850,"Graduate degree",1094,"Private nonprofit",83.43,66.61
13858,"Associate degree",837,"Public",55.72,29.7
45320,"Graduate degree",1313,"Private nonprofit",31.16,42.29
36597,"Bachelor's degree",1086,"Private nonprofit",72.81,70.34
29934,"Graduate degree",1016,"Private nonprofit",84.56,56.79
18900,"Bachelor's degree",1015,"Private nonprofit",99.87,65.11
33605,"Graduate degree",1084,"Private nonprofit",84.31,48.13
23565,"Bachelor's degree",949,"Public",74.49,42.44
24642,"Bachelor's degree",928,"Private nonprofit",96.46,76.81
27211,"Graduate degree",1220,"Public",70.28,43.04
29473,"Graduate degree",1102,"Public",69.13,52.55
40054,"Graduate degree",1362,"Public",29.99,24.14
35392,"Bachelor's degree",1141,"Public",47.32,46.45
17192,"Graduate degree",811,"Public",94.59,84.63
15130,"Graduate degree",750,"Private nonprofit",58.48,86.98
32482,"Bachelor's degree",1021,"Private nonprofit",93.11,65.06
44507,"Graduate degree",1392,"Private nonprofit",18.43,23.01
20886,"Graduate degree",986,"Public",82.16,54.72
19612,"Graduate degree",970,"Public",79.67,53.49
20661,"Graduate degree",1081,"Public",97.09,53.71
35062,"Graduate degree",1204,"Private nonprofit",66.51,53.18
27042,"Graduate degree",898,"Private nonprofit",95.74,69.32
25934,"Graduate degree",1079,"Private nonprofit",97.2,64.87
34740,"Graduate degree",1112,"Private nonprofit",76.76,64.4
41868,"Graduate degree",1233,"Private nonprofit",85.22,56.32
30284,"Graduate degree",1057,"Private nonprofit",87.6,57.42
33813,"Graduate degree",1145,"Private nonprofit",72.14,66.89
36465,"Graduate degree",1175,"Private nonprofit",73.23,57.57
25377,"Graduate degree",1072,"Private nonprofit",92.86,62.28
25409,"Graduate degree",1030,"Public",82.08,51.09
31971,"Graduate degree",1234,"Public",55.23,32.61
19752,"Graduate degree",1114,"Public",83.71,46.61
43500,"Bachelor's degree",1327,"Private nonprofit",56.96,35.87
22740,"Graduate degree",989,"Private nonprofit",43.21,82.32
12945,"Graduate degree",1026,"Private nonprofit",90.91,29.02
25736,"Graduate degree",936,"Private nonprofit",49.48,85.71
10536,"Bachelor's degree",905,"Public",42.67,60.41
19650,"Graduate degree",991,"Private nonprofit",69.05,65.89
13490,"Graduate degree",980,"Public",45.7,60.86
24992,"Bachelor's degree",945,"Private nonprofit",57.34,68.22
12288,"Graduate degree",965,"Public",66.49,63.96
14400,"Bachelor's degree",879,"Public",74.46,48.21
14446,"Graduate degree",1022,"Public",78.68,60.19
18750,"Graduate degree",971,"Private nonprofit",36.39,78.3
15840,"Graduate degree",1007,"Public",81.02,55.61
13864,"Graduate degree",942,"Public",44.78,52.65
13540,"Graduate degree",984,"Public",71.22,61.77
14616,"Bachelor's degree",990,"Public",51.31,51.13
26794,"Graduate degree",1021,"Private nonprofit",76.96,67.91
19632,"Graduate degree",1062,"Public",85.1,53.48
27830,"Graduate degree",1023,"Private nonprofit",68.92,57.65
23231,"Graduate degree",950,"Private nonprofit",78.87,87.84
20405,"Graduate degree",1070,"Private nonprofit",55.56,81.45
41250,"Bachelor's degree",1227,"Private nonprofit",67.69,57.84
25450,"Graduate degree",1027,"Private nonprofit",84.23,71.78
27724,"Graduate degree",1090,"Private nonprofit",81.14,71.08
34850,"Graduate degree",1105,"Private nonprofit",70.18,80.48
25160,"Graduate degree",1049,"Private nonprofit",69.92,67.8
24666,"Graduate degree",1050,"Private nonprofit",76.56,74.8
22950,"Graduate degree",1007,"Private nonprofit",66.21,63.63
13120,"Graduate degree",1061,"Private nonprofit",71.46,69.32
24650,"Graduate degree",950,"Private nonprofit",75.61,64.89
34640,"Graduate degree",1217,"Private nonprofit",57.45,50.8
34470,"Graduate degree",1244,"Private nonprofit",68.39,72.96
25098,"Graduate degree",957,"Private nonprofit",53.97,66.79
29990,"Bachelor's degree",1105,"Private nonprofit",59.07,76.44
31604,"Bachelor's degree",1130,"Private nonprofit",75.15,66.6
31866,"Graduate degree",1125,"Private nonprofit",81.94,67.43
23180,"Graduate degree",950,"Private nonprofit",60,43.32
12167,"Associate degree",970,"Public",98.99,37.82
23330,"Graduate degree",1090,"Private nonprofit",70.6,73.73
15151,"Graduate degree",1030,"Public",84.68,64.31
16283,"Graduate degree",1110,"Public",76.46,58.77
15249,"Graduate degree",1070,"Public",84.76,58.18
16342,"Graduate degree",1130,"Public",72,58.27
24770,"Graduate degree",1097,"Private nonprofit",63.56,86.02
14974,"Graduate degree",1030,"Public",81.34,56.15
14889,"Graduate degree",990,"Public",75.47,59.88
16714,"Graduate degree",1030,"Public",89.27,64.2
15519,"Graduate degree",1010,"Public",89.27,65.31
26653,"Graduate degree",1268,"Public",67.92,36.16
19029,"Graduate degree",1030,"Public",86.08,63.62
15057,"Graduate degree",1050,"Public",96.47,63.14
15293,"Graduate degree",1030,"Public",86.63,65.03
15150,"Graduate degree",1070,"Public",82.85,65.3
14124,"Graduate degree",1123,"Public",95.69,37.41
4041,"Bachelor's degree",1038,"Public",92.34,11.6
6058,"Bachelor's degree",1029,"Public",80.65,6.8
4908,"Bachelor's degree",1094,"Public",83.42,3.95
4104,"Graduate degree",1195,"Public",52.48,9.66
13174,"Graduate degree",807,"Public",97.82,31.03
43683,"Graduate degree",1466,"Private nonprofit",5.69,13.43
28794,"Graduate degree",1211,"Public",60.42,38.78
29894,"Bachelor's degree",1283,"Public",60.61,37.38
17809,"Graduate degree",966,"Public",62.51,41.57
31485,"Graduate degree",1014,"Public",75.68,40.52
31476,"Graduate degree",963,"Public",85.23,51.81
19710,"Bachelor's degree",971,"Private nonprofit",34.98,65.87
29144,"Graduate degree",1213,"Private nonprofit",43.36,34.25
22497,"Graduate degree",1073,"Public",75.9,61.45
17123,"Graduate degree",976,"Public",44.4,51.59
22497,"Graduate degree",1106,"Public",74.79,56.58
19440,"Certificate degree",940,"Private nonprofit",73.68,73.61
25440,"Graduate degree",1024,"Public",65.79,46.79
29004,"Graduate degree",1015,"Public",42.07,47.05
29004,"Graduate degree",1020,"Public",59.4,47.71
29014,"Graduate degree",1017,"Public",41.07,36.53
17631,"Graduate degree",954,"Public",64.43,41.51
45156,"Bachelor's degree",1475,"Private nonprofit",16.85,27.78
21502,"Bachelor's degree",955,"Private nonprofit",52.01,67.35
36038,"Graduate degree",1010,"Public",75.51,57.67
23000,"Graduate degree",1070,"Private nonprofit",59.59,56.24
16736,"Graduate degree",1070,"Public",44.01,45.56
23654,"Graduate degree",1085,"Public",75.7,57.84
22000,"Bachelor's degree",1070,"Private nonprofit",55.36,88.89
16502,"Graduate degree",1079,"Public",34.61,46.91
31300,"Bachelor's degree",1160,"Private nonprofit",71.15,61.51
13056,"Bachelor's degree",1149,"Public",54.21,67.63
24900,"Graduate degree",1069,"Private nonprofit",88.15,53.62
13202,"Graduate degree",968,"Public",71.38,57.69
9723,"Graduate degree",1002,"Public",41.03,52.41
12133,"Graduate degree",1009,"Public",61.02,38.58
11209,"Graduate degree",898,"Public",63.43,66.25
